1, 20480, 968, 4
1, 20480, 1045, 4
1, 20480, 673, 4
1, 20480, 650, 4
1, 20480, 623, 4
1, 51200, 292, 4
1, 51200, 551, 4
1, 51200, 895, 4
1, 51200, 961, 4
1, 51200, 415, 4
1, 102400, 291, 4
1, 102400, 693, 4
1, 102400, 904, 4
1, 102400, 457, 4
1, 102400, 370, 4
1, 5242880, 2469, 4
1, 5242880, 3056, 4
1, 5242880, 2978, 4
1, 5242880, 2695, 4
1, 5242880, 3082, 4
1, 52428800, 22410, 4
1, 52428800, 19676, 4
1, 20480, 557, 4
1, 20480, 237, 4
1, 20480, 724, 4
1, 20480, 304, 4
1, 20480, 556, 4
1, 51200, 502, 4
1, 51200, 539, 4
1, 51200, 328, 4
1, 51200, 821, 4
1, 51200, 424, 4
1, 102400, 722, 4
1, 102400, 709, 4
1, 102400, 426, 4
1, 102400, 580, 4
1, 102400, 402, 4
1, 5242880, 1737, 4
1, 5242880, 2067, 4
1, 5242880, 1836, 4
1, 5242880, 2331, 4
1, 5242880, 2428, 4
1, 52428800, 17242, 4
1, 52428800, 18563, 4
1, 20480, 1317, 4
1, 20480, 947, 4
1, 20480, 327, 4
1, 20480, 650, 4
1, 20480, 698, 4
1, 51200, 252, 4
1, 51200, 864, 4
1, 51200, 1129, 4
1, 51200, 437, 4
1, 51200, 1104, 4
1, 102400, 1301, 4
1, 102400, 993, 4
1, 102400, 723, 4
1, 102400, 323, 4
1, 102400, 549, 4
1, 5242880, 2519, 4
1, 5242880, 2094, 4
1, 5242880, 2687, 4
1, 5242880, 2337, 4
1, 5242880, 2837, 4
1, 52428800, 20858, 4
1, 52428800, 22315, 4
